species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
mtr,cyp716A12|Medtr3g021180,lha|cytochrome P450 monoxygenase,Medtr3g021180,"A cytochrome P450 gene (CYP716A12) is involved in an early step in saponin biosynthesis and is found in most tissues.  CYP716A12 loss-of-function mutants do not produce hemolytic saponins and only synthetize soyasaponins, and were thus named lacking hemolytic activity (lha).  CYP716A12 catalyzes the oxidation of _-amyrin and erythrodiol at the C-28 position, yielding oleanolic acid. Transcriptome changes in the lha mutant showed a modulation in the main steps of the triterpenic saponin biosynthetic pathway, which includes squalene cyclization, _-amyrin oxidation, and glycosylation.  Growth of homozygous lha/lha plants was stunted.",,Plant PhenomeNET
mtr,cyp716A12|Medtr3g021180,lha|cytochrome P450 monoxygenase,Medtr3g021180,"A cytochrome P450 gene (CYP716A12) is involved in an early step in saponin biosynthesis and is found in most tissues.  CYP716A12 loss-of-function mutants do not produce hemolytic saponins and only synthetize soyasaponins, and were thus named lacking hemolytic activity (lha).  CYP716A12 catalyzes the oxidation of _-amyrin and erythrodiol at the C-28 position, yielding oleanolic acid. Transcriptome changes in the lha mutant showed a modulation in the main steps of the triterpenic saponin biosynthetic pathway, which includes squalene cyclization, _-amyrin oxidation, and glycosylation.  Growth of homozygous lha/lha plants was stunted.",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
osa,SL1|Os01g0129200,stl1.1|STAMENLESS 1,Os01g0129200,"a mutant floret has degenerated lemma and palea, so that they fail to enclose the stamens and pistil. The mutant does not produce normal stamens and is thus male sterile. Usually, one floret forms one caryopsis. Although mutant is male sterile, it can produce seeds when pollinated with pollen from wild type plants. In that case one or two naked seeds can be formed in a single floret. So, the mutant is female fertile. In general, a mutant floret contains many pistils but no stamens, indicating that the stamens are transformed to pistils. In some mutant florets, pistilloid stamens containing a filament tipped by malformed tissue and deformed stigma or one to three stigmas were observed. In the cross section of a wild type floret six filaments representing the six stamens and an ovary representing the pistil in the middle can be seen clearly, while in a mutant floret, some filaments and some pistilloid tissues, e.g., the ovary-like or malformed tissues are observed. The pistilloid tissues are counterparts of the wild type stamens. In the longitudinal section of a mutant floret, three ovaries can be seen clearly. ",,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,A small or dwarf plant but  less extreme than dwarf; may have broad leaves and compact heavy tassel,,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,A small or dwarf plant but  less extreme than dwarf; may have broad leaves and compact heavy tassel,,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9-N2319|dwarf plant9,GRMZM2G024973,A small or dwarf plant but  less extreme than dwarf; may have broad leaves and compact heavy tassel,,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8-Mpl|dwarf plant8,GRMZM2G144744,A small or dwarf plant but  less extreme than dwarf; may have broad leaves and compact heavy tassel,,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8-Mpl|dwarf plant8,GRMZM2G144744,A small or dwarf plant but  less extreme than dwarf; may have broad leaves and compact heavy tassel,,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8-Mpl|dwarf plant8,GRMZM2G144744,A small or dwarf plant but  less extreme than dwarf; may have broad leaves and compact heavy tassel,,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
osa,D1|Os05g0333200,D1.1|DAIKOKU DWARF,Os05g0333200,"A typical small grain dwarf type with short and stout stems, short, sinuate but broad leaves with dark green color, erect and compact panicles and small, round floral glumes. Internodes are thick and sometimes the second internode does not elongate.",,Plant PhenomeNET
ath,LeuC1|At4g13430,,At4g13430,Abnormal aliphatic glucosinolate composition; Elevated levels of intermediates of leucine biosynthesis and methionine chain elongation,,Plant PhenomeNET
ath,LeuC1|At4g13430,,At4g13430,Abnormal aliphatic glucosinolate composition; Elevated levels of intermediates of leucine biosynthesis and methionine chain elongation,,Plant PhenomeNET
ath,LeuC1|At4g13430,,At4g13430,Abnormal aliphatic glucosinolate composition; Elevated levels of intermediates of leucine biosynthesis and methionine chain elongation,,Plant PhenomeNET
ath,SBE2.1|At2g36390,Starch Branching Enzyme,At2g36390,Abnormal amylopectin structure,,Plant PhenomeNET
ath,RWP1|At5g41040,,At5g41040,Abnormal aromatic suberin biosynthesis,,Plant PhenomeNET
ath,CYP97A3|At1g31800,Cytochrome P450-Type Monooxygenase,At1g31800,Abnormal carotenoid levels,,Plant PhenomeNET
ath,CRC|At1g69180,Crabs Claw,At1g69180,Abnormal carpel development,,Plant PhenomeNET
ath,SPT|At4g36930,Spatula,At4g36930,Abnormal carpel development,,Plant PhenomeNET
ath,COB|At5g60920,Cobra,At5g60920,Abnormal cell expansion orientation; Reduced crystalline cellulose in root,,Plant PhenomeNET
ath,COB|At5g60920,Cobra,At5g60920,Abnormal cell expansion orientation; Reduced crystalline cellulose in root,,Plant PhenomeNET
ath,ARAD1|At2g35100,Arabinan Deficient,At2g35100,Abnormal cell wall composition; Low arabinose levels,,Plant PhenomeNET
ath,ARAD1|At2g35100,Arabinan Deficient,At2g35100,Abnormal cell wall composition; Low arabinose levels,,Plant PhenomeNET
ath,PMI1|At1g42550,Plastid Movement Impaired,At1g42550,Abnormal chloroplast movement under a variety of light fluence rates,,Plant PhenomeNET
ath,JAC1|At1g75100,J-Domain Protein Required for Chloroplast Accumulation Response,At1g75100,Abnormal chloroplast movement under weak blue light and in the dark,,Plant PhenomeNET
ath,JAC1|At1g75100,J-Domain Protein Required for Chloroplast Accumulation Response,At1g75100,Abnormal chloroplast movement under weak blue light and in the dark,,Plant PhenomeNET
ath,CHUP1|At3g25690,Chloroplast Unusual Positioning,At3g25690,Abnormal chloroplast positioning,,Plant PhenomeNET
ath,PCL1|At3g46640,Phytoclock,At3g46640,Abnormal circadian rhythms,,Plant PhenomeNET
ath,ZTL|At5g57360,Zeitlupe,At5g57360,Abnormal circadian rhythms,,Plant PhenomeNET
ath,JMJ30|At3g20810,Jumonji Domain Containing,At3g20810,Abnormal circadian rhythms in leaf movements,,Plant PhenomeNET
ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Abnormal cotyledon growth; Slightly shorter roots and root hairs; Deformed trichomes,,Plant PhenomeNET
ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Abnormal cotyledon growth; Slightly shorter roots and root hairs; Deformed trichomes,,Plant PhenomeNET
ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Abnormal cotyledon growth; Slightly shorter roots and root hairs; Deformed trichomes,,Plant PhenomeNET
ath,RHM1|At1g78570,Rhamnose Biosynthesis,At1g78570,Abnormal cotyledon growth; Slightly shorter roots and root hairs; Deformed trichomes,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,AVP1|At1g15690,Arabidopsis V-PPase,At1g15690,Abnormal cotyledon morphology; Small rosette; Thick leaves with uneven margins; Thick roots; Collapsed root tip; High penetrance of complete loss of flowering; Complete loss of flower formation; Sterile; Disorganized vascular patterning,,Plant PhenomeNET
ath,FKD1|At3g63300,Forked,At3g63300,Abnormal cotyledon vascular patterning; No other phenotypes detected,,Plant PhenomeNET
ath,TRN1|At5g55540,Tornado,At5g55540,Abnormal division and positioning of lateral root cap,,Plant PhenomeNET
ath,TRN1|At5g55540,Tornado,At5g55540,Abnormal division and positioning of lateral root cap,,Plant PhenomeNET
ath,DMS3|At3g49250,Defective in Meristem Silencing,At3g49250,Abnormal DNA methylation,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
osa,WAF1|Os07g0164000,Wavy Leaf,Os07g0164000,Abnormal embryo development; Incomplete penetrance of seedling lethality; Abnormal leaf morphology; Short roots; Few lateral roots; Short panicle; Elongated bracts; Abnormal spikelet morphology; Reduced floral organ number; Sterile,,Plant PhenomeNET
ath,FAD3|At2g29980,Fatty Acid Desaturase,At2g29980,Abnormal fatty acid composition,,Plant PhenomeNET
ath,CYP86B1|At5g23190,Cytochrome P450,At5g23190,Abnormal fatty acid composition,,Plant PhenomeNET
ath,FAD4|At4g27030,Fatty Acid Desaturase,At4g27030,Abnormal fatty acid composition; Elevated palmitic acid levels,,Plant PhenomeNET
ath,FAD4|At4g27030,Fatty Acid Desaturase,At4g27030,Abnormal fatty acid composition; Elevated palmitic acid levels,,Plant PhenomeNET
ath,At1g10310,,At1g10310,Abnormal fatty acid levels,,Plant PhenomeNET
ath,ANT|At4g37750,Aintegumenta,At4g37750,Abnormal flower and ovule development,,Plant PhenomeNET
ath,ANT|At4g37750,Aintegumenta,At4g37750,Abnormal flower and ovule development,,Plant PhenomeNET
ath,PRS|At2g28610,Pressed Flower,At2g28610,Abnormal flower morphology,,Plant PhenomeNET
ath,ETT|At2g33860,Ettin,At2g33860,Abnormal flower morphology,,Plant PhenomeNET
ath,TSL|At5g20930,Tousled,At5g20930,Abnormal flower morphology,,Plant PhenomeNET
ath,SAP|At5g35770,Sterile Apetala,At5g35770,Abnormal flower morphology,,Plant PhenomeNET
ath,OLEO2|At5g40420,Oleosin-deficient mutant,At5g40420,Abnormal germination; Large oil bodies ,,Plant PhenomeNET
ath,OLEO2|At5g40420,Oleosin-deficient mutant,At5g40420,Abnormal germination; Large oil bodies ,,Plant PhenomeNET
ath,TASTY|At1g54040,Tasty,At1g54040,Abnormal glucosinolate composition,,Plant PhenomeNET
ath,IMD1|At5g14200,,At5g14200,Abnormal glucosinolate composition,,Plant PhenomeNET
ath,MAM1|At5g23010,Methylthioalkylmalate Synthase,At5g23010,Abnormal glucosinolate composition,,Plant PhenomeNET
ath,ZIG|At5g39510,Zigzag Stem,At5g39510,Abnormal hypocotyl and inflorescence gravitropism,,Plant PhenomeNET
ath,ZIG|At5g39510,Zigzag Stem,At5g39510,Abnormal hypocotyl and inflorescence gravitropism,,Plant PhenomeNET
ath,SGR2|At1g31480,Shoot Gravitropism,At1g31480,Abnormal hypocotyl and inflorescence stem gravitropism,,Plant PhenomeNET
ath,SGR2|At1g31480,Shoot Gravitropism,At1g31480,Abnormal hypocotyl and inflorescence stem gravitropism,,Plant PhenomeNET
ath,TIR1|At3g62980,Transport Inhibitor Response,At3g62980,Abnormal hypocotyl and lateral root formation; Insensitive to auxin,,Plant PhenomeNET
ath,TIR1|At3g62980,Transport Inhibitor Response,At3g62980,Abnormal hypocotyl and lateral root formation; Insensitive to auxin,,Plant PhenomeNET
