species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
ath,AT1G01060,,AT1G01060,"double mutant severely affects flowering time, light responses and circadian rhythm",,TAIR
ath,AT1G01060,,AT1G01060,"The mutant plants are hypersensitive to both FRc and Rc light treatments in hypocotyl elongation and exhibits a small reciprocal enlargement in cotyledon area, albeit not statistically significant.",,TAIR
ath,AT1G01070,,AT1G01070,Significantly elevated levels of amino acids in the seeds. Reduced seed volume.,,TAIR
ath,AT1G01120,,AT1G01120,"Thin stems, sensitive to low humidity",,TAIR
ath,AT1G01140,,AT1G01140,hypersensitive to low potassium media,,TAIR
ath,AT1G01160,,AT1G01160,Strong disorganization of quiescent center of root meristem.,,TAIR
ath,AT1G01160,,AT1G01160,Strong disorganization of quiescent center of root meristem.,,TAIR
ath,AT1G01220,,AT1G01220,"fkgp-1 mutants have about 40 times more L-fucose than wild type Arabidopsis plants, but the levels of other monosaccharides do not appear to differ significantly in the mutants. No obvious phenotypic abnormalities were observed in the fkgp-1 mutants, nor were any differences in the sugar composition of cell wall polysaccharides detected.",,TAIR
ath,AT1G01220,,AT1G01220,"fkgp-2 mutants have about 40 times more L-fucose than wild type Arabidopsis plants. No obvious phenotypic abnormalities were observed in the fkgp-2 mutants, nor were any differences in the sugar composition of cell wall polysaccharides detected.",,TAIR
ath,AT1G01280,,AT1G01280,"Slightly longer inflorescences, an extended period of blooming, a reduced number of elongated siliques, and overall reduced seed set. About a third of the siliques failed to develop. Pollen was not developed (lower and middle part of the inflorescence) or reduced (apical flowers).",,TAIR
ath,AT1G01280,,AT1G01280,"Slightly longer inflorescences, an extended period of blooming, a reduced number of elongated siliques, and overall reduced seed set. About a third of the siliques failed to develop. Pollen was not developed (lower and middle part of the inflorescence) or reduced (apical flowers).",,TAIR
ath,AT1G01370,,AT1G01370,"cenh3-1 GFP-tailswap progeny have short stature, altered rosette leaf morphology and a high degree of male sterility. Other progeny have a wild type phenotype.",,TAIR
ath,AT1G01370,,AT1G01370,"The mutant shows ABA insensitivity in stomatal movement, including promotion of stomatal closure and inhibition of stomatal opening. The detached leaves of the mutant lose more water than those of the wild-type plants under dehydration condition; both young seedlings and mature plants of the mutant have lower capacity to conserve water during drought stress in comparison with wild-type plants. The ROS levels increase in the mutant in comparison with wild-type plants in both the whole leaves and in guard cells. Treatment with low concentrations of ABA reduces ROS levels in both whole leaves(1 to 10 uM ABA application) and in guard cells(5 uM ABA application) in the mutant plants.",,TAIR
ath,AT1G01480,,AT1G01480,"enhanced hypocotyl length in light-grown seedlings, enlarged cotyledons, increased plant height",,TAIR
ath,AT1G01480,,AT1G01480,decreased plant height,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,increased plant height,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,increased plant height,,TAIR
ath,AT1G01480,,AT1G01480,increased plant height,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,increased plant height,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,no dramatic change in phenotype,,TAIR
ath,AT1G01480,,AT1G01480,"enhanced hypocotyl length in light-grown seedlings, increased plant height, decreased ethylene production, early flowering",,TAIR
ath,AT1G01480,,AT1G01480,"enhanced hypocotyl length in light-grown seedlings, increased plant height, decreased ethylene production, early flowering",,TAIR
ath,AT1G01480,,AT1G01480,"enhanced hypocotyl length in light-grown seedlings, increased plant height, decreased ethylene production, early flowering",,TAIR
ath,AT1G01480,,AT1G01480,"enhanced hypocotyl length in light-grown seedlings, increased plant height, decreased ethylene production, early flowering",,TAIR
ath,AT1G01480,,AT1G01480,phenotype not determined,,TAIR
ath,AT1G01480,,AT1G01480,"increased hypocotyl length in etiolated seedlings, decreased hook curvature in etiolated seedlings, less sensitive to hypocotyl gravistimulation, increased plant height, early flowering, decreased expression of FLC, increased expression of FT, reduced number of rosette leaves, decreased ethylene production, enhanced susceptibility to Botrytis cinerea",,TAIR
ath,AT1G01480,,AT1G01480,"increased hypocotyl length in etiolated seedlings, decreased hook curvature in etiolated seedlings, less sensitive to hypocotyl gravistimulation, increased plant height, early flowering, decreased expression of FLC, increased expression of FT, reduced number of rosette leaves, decreased ethylene production, enhanced susceptibility to Botrytis cinerea",,TAIR
ath,AT1G01480,,AT1G01480,"increased hypocotyl length in etiolated seedlings, the absence of hook curvature in etiolated seedlings, less sensitive to hypocotyl gravistimulation, reduced cotyledon size, delayed growth during initial developmental stages, increased mature plant height, smaller leaf blade with downward curling tip , reduced branching, delayed senescence, slightly early flowering, decreased expression of FLC, increased expression of FT, reduced number of rosette leaves, decreased ethylene production, enhanced susceptibility to Botrytis cinerea",,TAIR
ath,AT1G01510,,AT1G01510,"lacks trichomes on stems and leaves, some rudimentary trichomes in leaf margins, narrow leaves.",,TAIR
ath,AT1G01510,,AT1G01510,"lacks trichomes on stems and leaves; narrow leaves; yellow seeds (lacks brown pigment in seed coat); light green plants, sensitive to some amino acids.",,TAIR
ath,AT1G01510,,AT1G01510,"yellow-green cotyledons, leaf margins yellow; narrow leaves.",,TAIR
ath,AT1G01510,,AT1G01510,"narrow, thick and slightly serrated leaves; lacks trichomes on leaf surface and stems, some rudimentary trichomes in leaf margins; yellow seeds (lacks brown pigment in seed coat).",,TAIR
ath,AT1G01510,,AT1G01510,"narrow leaves; bright green stems and siliques, abnormal wax layer; fully fertile; compact habit, short petioles, blunt siliques; lacks trichomes on leaves and stems (glabrous), some trichomes in leaf margins.",,TAIR
ath,AT1G01510,,AT1G01510,"leaves but not cotyledons white-yellow, conditional lethal, thiamine phosphate pyrophosphorylase deficient, thiamine restores to normal; narrow leaves.",,TAIR
ath,AT1G01510,,AT1G01510,"angustifolia, apetala, pyrimidine requiring, erecta, long hypocotyl, glabra, brevipedicellus, eceriferum, transparent testa.",,TAIR
ath,AT1G01510,,AT1G01510,"narrow and thick leaves, slightly twisted blunt siliques; compact rosettes and inflorescences; reduced plant height.",,TAIR
ath,AT1G01510,,AT1G01510,"narrow and thick leaves; leaves but not cotyledons white-yellow, conditional lethal, thiamine phosphate pyrophosphorylase deficient, thiamine restores to normal; narrow leaves; yellow seeds (lacks brown pigment in seed coat); lacks trichomes on stems and leaves, some trichomes in leaf margins.",,TAIR
ath,AT1G01510,,AT1G01510,"narrow leaves, slightly twisted siliques; compact rosette and inflorescences, short petioles, blunt siliques; leaves but not cotyledons white/pale; conditional lethal; blocked in the synthesis of the pyrimidine part of vitamin B1; 2,5-dimethyl-4-aminopyrimidine or thiamine restores to normal; lacks trichomes on stems and leaves.",,TAIR
ath,AT1G01510,,AT1G01510,narrow leaves; increased number of rosette leaves; slightly twisted siliques; background line for R. Wilson gai and gar mutants.,,TAIR
ath,AT1G01510,,AT1G01510,"gibberellin insensitive; increased endogenous levels of gibberellic acid; reduced stature (dwarf), apical dominance, and seed germination; delayed flowering in short days; narrow leaves; increased number of rosette leaves; slightly twisted siliques",,TAIR
ath,AT1G01510,,AT1G01510,"gar1 is semi-dominant or dominant, depending on GAI genotype; gar1 restores gibberellin responsiveness in gibberellin insensitive (gai) mutants; also restores normal stature, flowering time, apical dominance and seed germination to gai mutants (gai phenotype: semi-dominant mutation with reduced stature, reduced apical dominance, and reduced seed germination; delayed flowering in short days); an phenotype: narrow leaves, increased number of rosette leaves, slightly twisted siliques; gar1 closely linked to gai - not genetically separable.",,TAIR
ath,AT1G01510,,AT1G01510,"gar2 is dominant; gar2 restores gibberellin responsiveness in gibberellin insensitive (gai) mutants; also restores flowering time, apical dominance and seed germination to gai mutants: partially restore normal stature (gai phenotype: semi-dominant mutation with reduced stature, reduced apical dominance, and reduced seed germination; delayed flowering in short days); an phenotype: narrow leaves, increased number of rosette leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"gar3 is semi-dominant; essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed); an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed), mutant possibly leaky; an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed), mutant possibly leaky; an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed), mutant possibly leaky; an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed), mutant possibly leaky; an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"essentially normal growth (gai dwarf phenotype is largely suppressed), mutant possibly leaky; an phenotype: narrow leaves, slightly twisted siliques.",,TAIR
ath,AT1G01510,,AT1G01510,"Impaired dark-induced nuclear positioning in pavement and mesophyll cells, smoother pavement cells, actin filaments in dark-adapted pavement cells aligned aberrantly along anticlinal walls, reduced number of actin filaments at the cell surface",,TAIR
ath,AT1G01510,,AT1G01510,Phenotype not described.,,TAIR
ath,AT1G01510,,AT1G01510,Trichomes of mutant undergo primary but not secondary branching.,,TAIR
ath,AT1G01510,,AT1G01510,Trichomes of mutant undergo primary but not secondary branching.,,TAIR
ath,AT1G01510,,AT1G01510,Unbranched trichomes.,,TAIR
ath,AT1G01510,,AT1G01510,Predominantly produces unbranched trichomes.,,TAIR
ath,AT1G01510,,AT1G01510,Predominantly produces unbranched trichomes.,,TAIR
ath,AT1G01510,,AT1G01510,Predominantly produces unbranched trichomes.,,TAIR
ath,AT1G01510,,AT1G01510,Predominantly produces unbranched trichomes.,,TAIR
ath,AT1G01510,,AT1G01510,"Reduced, but still significant, number of branched trichomes.",,TAIR
ath,AT1G01510,,AT1G01510,Trichomes have only one branch point.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,"Growth of bps1-2 mutants on CPTA-supplemented medium resulted in partial rescue of both leaf and root defects. bps1-2 mutants grown on control growth medium have small radialized leaves with very little vascular tissue, and very short misshapen knotted-looking roots. By contrast, bps1-2 mutants grown on CPTA-supplemented medium produced larger flattened leaves that contained primary and secondary veins, and smooth elongated roots.",,TAIR
ath,AT1G01550,,AT1G01550,"Mutant roots were abnormal; primary and lateral roots were short, root hairs formed close to the root apex, and root defects were most severe when plants were grown at low temperature.",,TAIR
ath,AT1G01550,,AT1G01550,"Mutants produced two radially symmetric organs in the place of leaves; these organs were typically devoid of vascular tissue and lacked trichomes. Prolonged 16°C growth did not result in additional organs being produced, indicating that shoot meristem (SAM) activity was also lost. Mutants grown at 22°C showed a similar, albeit less severe, phenotype. The first leaf pair was slightly larger and flatter than those of 16°C-grown mutants and contained some vascular tissue, and additional radial organs were produced by the SAM. Mutants grown at 29°C showed an even less-severe phenotype; these plants produced flattened, irregularly shaped leaves with slightly lobed margins and an abnormal vein pattern.",,TAIR
ath,AT1G01550,,AT1G01550,"Under high light conditions (approximately 200 &mu;E.m-2.sec-1), CPTA-treated seedlings were completely photobleached and mutants showed rescue of both leaf and root development. Under moderate (approximately 100 &mu;E.m-2.sec-1) and low (30 &mu;E.m-2.sec-1) light intensities, seedlings are incompletely photobleached, but leaf and root development continue to show partial rescue.",,TAIR
ath,AT1G01550,,AT1G01550,"In double mutant seedlings grown on CPTA, a partial rescue of the bps1 phenotype was observed.",,TAIR
ath,AT1G01550,,AT1G01550,"In double mutant seedlings grown on CPTA, a partial rescue of the bps1 phenotype was observed.",,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01550,,AT1G01550,Double mutants were indistinguishable from bps1 single mutants.,,TAIR
ath,AT1G01610,,AT1G01610,This double knock-out mutant has a 60-70% overall decrease in cutin monomer content in leaf and stem. The plant grew slowly. The water loss rate for rosettes was 4-fold greater than wild type. The mutant has an increased sensitivity to fungal pathogen. Defects in stomata structure.,,TAIR
ath,AT1G01640,,AT1G01640,Comparison of SALK_011721C to Columbia wildtype resulted in a trend toward earlier flowering in the mutant (P=0.1).,,TAIR
ath,AT1G01690,,AT1G01690,Defective in meiotic double strand break formation.  Fewer chiasmata formed per cell compared to the wild type cells.,,TAIR
ath,AT1G01790,,AT1G01790,Reduced growth and pale yellowish leaves. Reduced photosynthetic protein complex accumulation.,,TAIR
ath,AT1G01860,,AT1G01860,Chilling-induced chlorosis,,TAIR
ath,AT1G01910,,AT1G01910,Short root hairs.,,TAIR
ath,AT1G01910,,AT1G01910,Short root hairs.,,TAIR
ath,AT1G01910,,AT1G01910,Short root hairs.,,TAIR
ath,AT1G01950,,AT1G01950,Roots show right handed cell file rotation leading to a twisted root phenotype.,,TAIR
ath,AT1G01950,,AT1G01950,Roots show right handed cell file rotation leading to a twisted root phenotype.,,TAIR
ath,AT1G01950,,AT1G01950,Roots show right handed cell file rotation leading to a twisted root phenotype.,,TAIR
ath,AT1G02050,,AT1G02050,Abnormal exine patterning. Pollen has a more extensively covered surface with broader muri and smaller lacunae. Reduced accumulation of flavonoid precursors and flavonoids in developing anthers.,,TAIR
ath,AT1G02090,,AT1G02090,"accumulation of high levels of anthocyanins (purple coloration) in cotyledons, during both seed and seedling stages of development; seedlings grow slower than the wild type; lethal after the seedling stage; dark-grown seedlings resemble light-grown wild type seedlings having short hypocotyl, and open and expanded cotyledons; dark-grown seedlings express high levels of light-inducible genes and have altered plastid development in cotyledons",,TAIR
ath,AT1G02090,,AT1G02090,"Dark-grown mutants exhibit short hypocotyls and open, expanded cotyledons similar to light-grown mutant and wild-type seedlings, and accumulate high levels of anthocyanin. In addition, mutants  develop chloroplasts in the dark, express high levels of light-inducible genes, although grown in darkness, and die after the seedling stage in light and darkness.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, anthocyanin accumulation (purple coloration) in the cotelydons of developing embryos.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, dark purple seeds.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, the mutation leads to CSN1, CSN3, CSN4, CSN6, and CSN8 instability, accompanied by a mild reduction of CSN5.",,TAIR
ath,AT1G02090,,AT1G02090,Mutation is lethal in the homozygous state.,,TAIR
ath,AT1G02090,,AT1G02090,"accumulation of anthocyanins (purple coloration) in developing embryos, dark purple seeds; lethal.",,TAIR
ath,AT1G02090,,AT1G02090,"Dark-grown mutants exhibit short hypocotyls and open, expanded cotyledons similar to light-grown mutant and wild-type seedlings, and accumulate high levels of anthocyanin. In addition, mutants  develop chloroplasts in the dark, express high levels of light-inducible genes, although grown in darkness, and die after the seedling stage in light and darkness.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, anthocyanin accumulation (purple coloration) in the cotelydons of developing embryos.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, dark purple seeds.",,TAIR
ath,AT1G02090,,AT1G02090,Mutation is lethal in the homozygous state.,,TAIR
ath,AT1G02090,,AT1G02090,"Dark-grown mutants exhibit short hypocotyls and open, expanded cotyledons similar to light-grown mutant and wild-type seedlings, and accumulate high levels of anthocyanin. In addition, mutants  develop chloroplasts in the dark, express high levels of light-inducible genes, although grown in darkness, and die after the seedling stage in light and darkness.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, anthocyanin accumulation (purple coloration) in the cotelydons of developing embryos.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, dark purple seeds.",,TAIR
ath,AT1G02090,,AT1G02090,Mutation is lethal in the homozygous state.,,TAIR
ath,AT1G02090,,AT1G02090,"Dark-grown mutants exhibit short hypocotyls and open, expanded cotyledons similar to light-grown mutant and wild-type seedlings, and accumulate high levels of anthocyanin. In addition, mutants  develop chloroplasts in the dark, express high levels of light-inducible genes, although grown in darkness, and die after the seedling stage in light and darkness.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, anthocyanin accumulation (purple coloration) in the cotelydons of developing embryos.",,TAIR
ath,AT1G02090,,AT1G02090,"In the homozygous progeny, dark purple seeds.",,TAIR
ath,AT1G02090,,AT1G02090,Mutation is lethal in the homozygous state.,,TAIR
ath,AT1G02120,,AT1G02120,lesion mimic mutant; exhibits light conditional appearance of propagative HR (hypersensitive response)-like lesions along the vascular system.,,TAIR
ath,AT1G02120,,AT1G02120,lesion mimic mutant; exhibits light conditional appearance of propagative HR (hypersensitive response)-like lesions along the vascular system.,,TAIR
