species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
zma,sbe3|GRMZM2G073054,starch branching enzyme3|MaizeGDB:GRMZM2G073054|sbe2a|SBEIIA,GRMZM2G073054,,GO:0003844,MaizeGDB
zma,bf1|GRMZM2G051219,blue fluorescent1|MaizeGDB:GRMZM2G051219,GRMZM2G051219,,GO:0004048,MaizeGDB
zma,bf1|GRMZM2G051219,blue fluorescent1|MaizeGDB:GRMZM2G051219,GRMZM2G051219,,GO:0004049,MaizeGDB
zma,hm1|GRMZM5G881887,Helminthosporium carbonum susceptibility1|MaizeGDB:GRMZM5G881887,GRMZM5G881887,,GO:0004090,MaizeGDB
zma,bm4|GRMZM2G393334,brown midrib4|MaizeGDB:GRMZM2G393334,GRMZM2G393334,,GO:0004326,MaizeGDB
zma,pro1|GRMZM2G375504,proline responding1|MaizeGDB:GRMZM2G375504,GRMZM2G375504,,GO:0004349,MaizeGDB
zma,pro1|GRMZM2G375504,proline responding1|MaizeGDB:GRMZM2G375504,GRMZM2G375504,,GO:0004350,MaizeGDB
zma,bz2|GRMZM2G016241,bronze2|MaizeGDB:GRMZM2G016241,GRMZM2G016241,,GO:0004364,MaizeGDB
zma,cf1|GRMZM2G026117,camouflage1|MaizeGDB:GRMZM2G026117,GRMZM2G026117,,GO:0004418,MaizeGDB
zma,bm2|GRMZM2G347056,brown midrib2|MaizeGDB:GRMZM2G347056,GRMZM2G347056,,GO:0004489,MaizeGDB
zma,de18|GRMZM2G091819,defective18|MaizeGDB:GRMZM2G091819|yuc1,GRMZM2G091819,,GO:0004499,MaizeGDB
zma,bif2|GRMZM2G171822,barren inflorescence2|MaizeGDB:GRMZM2G171822,GRMZM2G171822,,GO:0004672,MaizeGDB
zma,cyc8|GRMZM2G138886,cyclin8|MaizeGDB:GRMZM2G138886,GRMZM2G138886,,GO:0004672,MaizeGDB
zma,cyc8|GRMZM2G138886,cyclin8|MaizeGDB:GRMZM2G138886,GRMZM2G138886,,GO:0004672,MaizeGDB
zma,cyc8|GRMZM2G138886,cyclin8|MaizeGDB:GRMZM2G138886,GRMZM2G138886,,GO:0004672,MaizeGDB
zma,snrkII8|GRMZM2G138861,SnRK2 serine threonine protein kinase8|MaizeGDB:GRMZM2G138861|ZmOST1,GRMZM2G138861,,GO:0004672,MaizeGDB
zma,ccamk1|GRMZM2G062772,calcium/calmodulin dependent protein kinase1|MaizeGDB:GRMZM2G062772,GRMZM2G062772,,GO:0004683,MaizeGDB
zma,tsa1|GRMZM5G841619,tryptophan synthase alpha subunit1|MaizeGDB:GRMZM5G841619,GRMZM5G841619,,GO:0004834,MaizeGDB
zma,tsa1|GRMZM5G841619,tryptophan synthase alpha subunit1|MaizeGDB:GRMZM5G841619,GRMZM5G841619,,GO:0004834,MaizeGDB
zma,tsa1|GRMZM5G841619,tryptophan synthase alpha subunit1|MaizeGDB:GRMZM5G841619,GRMZM5G841619,,GO:0004834,MaizeGDB
zma,tsa1|GRMZM5G841619,tryptophan synthase alpha subunit1|MaizeGDB:GRMZM5G841619,GRMZM5G841619,,GO:0004834,MaizeGDB
zma,les22|GRMZM2G044074,lesion22|MaizeGDB:GRMZM2G044074,GRMZM2G044074,,GO:0004853,MaizeGDB
zma,caf1|GRMZM2G089222,crs2 associated factor1|MaizeGDB:GRMZM2G089222,GRMZM2G089222,,GO:0005515,MaizeGDB
zma,caf2|AC199526.5_FG003,crs2 associated factor2|MaizeGDB:AC199526.5_FG003,,,GO:0005515,MaizeGDB
zma,fl2|GRMZM2G397687,floury2|MaizeGDB:GRMZM2G397687,GRMZM2G397687,,GO:0005515,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0005515,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0005515,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0005515,MaizeGDB
zma,snrkII8|GRMZM2G138861,SnRK2 serine threonine protein kinase8|MaizeGDB:GRMZM2G138861|ZmOST1,GRMZM2G138861,,GO:0005515,MaizeGDB
zma,pho1|GRMZM2G074158,starch phosphorylase1|MaizeGDB:GRMZM2G074158,GRMZM2G074158,,GO:0005515,MaizeGDB
zma,pho1|GRMZM2G074158,starch phosphorylase1|MaizeGDB:GRMZM2G074158|SP,GRMZM2G074158,,GO:0005515,MaizeGDB
zma,am1|GRMZM5G883855,ameiotic1|MaizeGDB:GRMZM5G883855,GRMZM5G883855,,GO:0005634,MaizeGDB
zma,bif2|GRMZM2G171822,barren inflorescence2|MaizeGDB:GRMZM2G171822,GRMZM2G171822,,GO:0005634,MaizeGDB
zma,ccamk1|GRMZM2G062772,calcium/calmodulin dependent protein kinase1|MaizeGDB:GRMZM2G062772,GRMZM2G062772,,GO:0005634,MaizeGDB
zma,cyc8|GRMZM2G138886,cyclin8|MaizeGDB:GRMZM2G138886,GRMZM2G138886,,GO:0005634,MaizeGDB
zma,d8|GRMZM2G144744,dwarf plant8|MaizeGDB:GRMZM2G144744,GRMZM2G144744,,GO:0005634,MaizeGDB
zma,d9|GRMZM2G024973,dwarf plant9|MaizeGDB:GRMZM2G024973,GRMZM2G024973,,GO:0005634,MaizeGDB
zma,grf1|GRMZM2G102499,general regulatory factor1|MaizeGDB:GRMZM2G102499|GF14-6,GRMZM2G102499,,GO:0005634,MaizeGDB
zma,hsp101|GRMZM2G360681,heat-shock protein 101|MaizeGDB:GRMZM2G360681,GRMZM2G360681,,GO:0005634,MaizeGDB
zma,nactf49|GRMZM2G347043,NAC-transcription factor 49|MaizeGDB:GRMZM2G347043|ZmSNAC1,GRMZM2G347043,,GO:0005634,MaizeGDB
zma,nactf49|GRMZM2G347043,NAC-transcription factor 49|MaizeGDB:GRMZM2G347043|ZmSNAC1,GRMZM2G347043,,GO:0005634,MaizeGDB
zma,o2|GRMZM2G015534,opaque endosperm2|MaizeGDB:GRMZM2G015534,GRMZM2G015534,,GO:0005634,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0005634,MaizeGDB
zma,snrkII8|GRMZM2G138861,SnRK2 serine threonine protein kinase8|MaizeGDB:GRMZM2G138861|ZmOST1,GRMZM2G138861,,GO:0005634,MaizeGDB
zma,why1|GRMZM2G155662,whirly1|MaizeGDB:GRMZM2G155662,GRMZM2G155662,,GO:0005634,MaizeGDB
zma,et1|GRMZM2G157574,etched1|MaizeGDB:GRMZM2G157574,GRMZM2G157574,,GO:0005667,MaizeGDB
zma,ccamk1|GRMZM2G062772,calcium/calmodulin dependent protein kinase1|MaizeGDB:GRMZM2G062772,GRMZM2G062772,,GO:0005737,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0005737,MaizeGDB
zma,txln1|GRMZM2G015730,taxilin1|MaizeGDB:GRMZM2G015730,GRMZM2G015730,,GO:0005737,MaizeGDB
zma,mcf1|GRMZM2G161299,mitochondrial carrier family protein1|MaizeGDB:GRMZM2G161299|CoAc2,GRMZM2G161299,,GO:0005739,MaizeGDB
zma,mcf2|GRMZM2G420119,mitochrondrial carrier family protein2|MaizeGDB:GRMZM2G420119|CoAc1,GRMZM2G420119,,GO:0005739,MaizeGDB
zma,cr4|GRMZM2G051637,crinkly4|MaizeGDB:GRMZM2G051637,GRMZM2G051637,,GO:0005768,MaizeGDB
zma,dek1|GRMZM2G321753,defective kernel1|MaizeGDB:GRMZM2G321753,GRMZM2G321753,,GO:0005768,MaizeGDB
zma,sal1|GRMZM2G117935,supernumerary aleurone1|MaizeGDB:GRMZM2G117935,GRMZM2G117935,,GO:0005768,MaizeGDB
zma,grf1|GRMZM2G102499,general regulatory factor1|MaizeGDB:GRMZM2G102499|GF14-6,GRMZM2G102499,,GO:0005769,MaizeGDB
zma,bz2|GRMZM2G016241,bronze2|MaizeGDB:GRMZM2G016241,GRMZM2G016241,,GO:0005773,MaizeGDB
zma,bx2|GRMZM2G085661,benzoxazinone synthesis2|MaizeGDB:GRMZM2G085661,GRMZM2G085661,,GO:0005783,MaizeGDB
zma,bx2|GRMZM2G085661,benzoxazinone synthesis2|MaizeGDB:GRMZM2G085661,GRMZM2G085661,,GO:0005783,MaizeGDB
zma,bx3|GRMZM2G167549,benzoxazinone synthesis3|MaizeGDB:GRMZM2G167549,GRMZM2G167549,,GO:0005783,MaizeGDB
zma,bx3|GRMZM2G167549,benzoxazinone synthesis3|MaizeGDB:GRMZM2G167549,GRMZM2G167549,,GO:0005783,MaizeGDB
zma,bx4|GRMZM2G172491,benzoxazinone synthesis4|MaizeGDB:GRMZM2G172491,GRMZM2G172491,,GO:0005783,MaizeGDB
zma,bx4|GRMZM2G172491,benzoxazinone synthesis4|MaizeGDB:GRMZM2G172491,GRMZM2G172491,,GO:0005783,MaizeGDB
zma,bx5|GRMZM2G063756,benzoxazinone synthesis5|MaizeGDB:GRMZM2G063756,GRMZM2G063756,,GO:0005783,MaizeGDB
zma,bx5|GRMZM2G063756,benzoxazinone synthesis5|MaizeGDB:GRMZM2G063756,GRMZM2G063756,,GO:0005783,MaizeGDB
zma,phot1|GRMZM2G001457,blue-light receptor phototropin 1|MaizeGDB:GRMZM2G001457,GRMZM2G001457,,GO:0005783,MaizeGDB
zma,fl2|GRMZM2G397687,floury2|MaizeGDB:GRMZM2G397687,GRMZM2G397687,,GO:0005783,MaizeGDB
zma,fl4|GRMZM2G353272,floury4|MaizeGDB:GRMZM2G353272,GRMZM2G353272,,GO:0005783,MaizeGDB
zma,hk1|GRMZM2G151223,histidine kinase1|MaizeGDB:GRMZM2G151223,GRMZM2G151223,,GO:0005783,MaizeGDB
zma,cyc8|GRMZM2G138886,cyclin8|MaizeGDB:GRMZM2G138886,GRMZM2G138886,,GO:0005829,MaizeGDB
zma,ckx10|GRMZM2G348452,cytokinin oxidase10|MaizeGDB:GRMZM2G348452,GRMZM2G348452,,GO:0005829,MaizeGDB
zma,grf1|GRMZM2G102499,general regulatory factor1|MaizeGDB:GRMZM2G102499|GF14-6,GRMZM2G102499,,GO:0005829,MaizeGDB
zma,pro1|GRMZM2G375504,proline responding1|MaizeGDB:GRMZM2G375504,GRMZM2G375504,,GO:0005829,MaizeGDB
zma,tsah1|GRMZM2G046191,tryptophan synthase A homolog1|MaizeGDB:GRMZM2G046191,GRMZM2G046191,,GO:0005829,MaizeGDB
zma,pmpm3|GRMZM2G079306,proteolipid membrane potential regulator3|MaizeGDB:GRMZM2G079306|pmp3-3,GRMZM2G079306,,GO:0005886,MaizeGDB
zma,ccamk1|GRMZM2G062772,calcium/calmodulin dependent protein kinase1|MaizeGDB:GRMZM2G062772,GRMZM2G062772,,GO:0005886,MaizeGDB
zma,ct2|GRMZM2G064732,compact plant2|MaizeGDB:GRMZM2G064732,GRMZM2G064732,,GO:0005886,MaizeGDB
zma,cr4|GRMZM2G051637,crinkly4|MaizeGDB:GRMZM2G051637,GRMZM2G051637,,GO:0005886,MaizeGDB
zma,dek1|GRMZM2G321753,defective kernel1|MaizeGDB:GRMZM2G321753,GRMZM2G321753,,GO:0005886,MaizeGDB
zma,dsc1|GRMZM2G117329,discolored kernel1|MaizeGDB:GRMZM2G117329,GRMZM2G117329,,GO:0005886,MaizeGDB
zma,nac1|GRMZM25015605,NaCl stress protein1|MaizeGDB:GRMZM25015605|pmp3-1,GRMZM25015605,,GO:0005886,MaizeGDB
zma,pmpm2|GRMZM2G153369,proteolipid membrane potential regulator2|MaizeGDB:GRMZM2G153369|pmp3-2,GRMZM2G153369,,GO:0005886,MaizeGDB
zma,pmpm4|GRMZM2G179462,proteolipid membrane potential regulator4|MaizeGDB:GRMZM2G179462|pmp3-4,GRMZM2G179462,,GO:0005886,MaizeGDB
zma,pmpm5|GRMZM2G477325,proteolipid membrane potential regulator5|MaizeGDB:GRMZM2G477325|pmp3-5,GRMZM2G477325,,GO:0005886,MaizeGDB
zma,pmpm6|GRMZM2G020091,proteolipid membrane potential regulator6|MaizeGDB:GRMZM2G020091|pmp3-6,GRMZM2G020091,,GO:0005886,MaizeGDB
zma,pmpm7|GRMZM2G099984,proteolipid membrane potential regulator7|MaizeGDB:GRMZM2G099984|pmp3-7,GRMZM2G099984,,GO:0005886,MaizeGDB
zma,pmpm8|GRMZM2G066870,proteolipid membrane potential regulator8|MaizeGDB:GRMZM2G066870|pmp3-8,GRMZM2G066870,,GO:0005886,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0005886,MaizeGDB
zma,sut1|GRMZM2G034302,sucrose transporter1|MaizeGDB:GRMZM2G034302,GRMZM2G034302,,GO:0005886,MaizeGDB
zma,pox1|GRMZM2G104394,guaiacol peroxidase1|MaizeGDB:GRMZM2G104394,GRMZM2G104394,,GO:0005887,MaizeGDB
zma,pox2|GRMZM2G040638,guaiacol peroxidase2|MaizeGDB:GRMZM2G040638,GRMZM2G040638,,GO:0005887,MaizeGDB
zma,pox3|GRMZM2G135108,guaiacol peroxidase3|MaizeGDB:GRMZM2G135108,GRMZM2G135108,,GO:0005887,MaizeGDB
zma,sbe3|GRMZM2G073054,starch branching enzyme3|MaizeGDB:GRMZM2G073054|sbe2a|SBEIIA,GRMZM2G073054,,GO:0005982,MaizeGDB
zma,nactf49|GRMZM2G347043,NAC-transcription factor 49|MaizeGDB:GRMZM2G347043|ZmSNAC1,GRMZM2G347043,,GO:0006351,MaizeGDB
zma,am1|GRMZM5G883855,ameiotic1|MaizeGDB:GRMZM5G883855,GRMZM5G883855,,GO:0006355,MaizeGDB
zma,pro1|GRMZM2G375504,proline responding1|MaizeGDB:GRMZM2G375504|o6,GRMZM2G375504,,GO:0006561,MaizeGDB
zma,cf1|GRMZM2G026117,camouflage1|MaizeGDB:GRMZM2G026117,GRMZM2G026117,,GO:0006783,MaizeGDB
zma,les22|GRMZM2G044074,lesion22|MaizeGDB:GRMZM2G044074,GRMZM2G044074,,GO:0006783,MaizeGDB
zma,ys1|GRMZM2G156599,yellow stripe1|MaizeGDB:GRMZM2G156599,GRMZM2G156599,,GO:0006826,MaizeGDB
zma,tha5|GRMZM2G300408,thylakoid assembly5|MaizeGDB:GRMZM2G300408,GRMZM2G300408,,GO:0006886,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0006968,MaizeGDB
zma,rack1|GRMZM2G038032,receptor for activated C kinase1|MaizeGDB:GRMZM2G038032,GRMZM2G038032,,GO:0006968,MaizeGDB
zma,am1|GRMZM5G883855,ameiotic1|MaizeGDB:GRMZM5G883855,GRMZM5G883855,,GO:0007126,MaizeGDB
zma,afd1|GRMZM2G059037,absence of first division1|MaizeGDB:GRMZM2G059037|rec8,GRMZM2G059037,,GO:0007127,MaizeGDB
zma,afd1|GRMZM2G059037,absence of first division1|MaizeGDB:GRMZM2G059037|rec8,GRMZM2G059037,,GO:0007127,MaizeGDB
zma,am1|GRMZM5G883855,ameiotic1|MaizeGDB:GRMZM5G883855,GRMZM5G883855,,GO:0007140,MaizeGDB
zma,brd1|GRMZM2G103773,brassinosteroid-deficient dwarf1|MaizeGDB:GRMZM2G103773,GRMZM2G103773,,GO:0007530,MaizeGDB
zma,bx7|GRMZM2G441753,benzoxazinone synthesis7|MaizeGDB:GRMZM2G441753,GRMZM2G441753,,GO:0008168,MaizeGDB
zma,pho1|GRMZM2G074158,starch phosphorylase1|MaizeGDB:GRMZM2G074158,GRMZM2G074158,,GO:0008184,MaizeGDB
zma,dwil1|GRMZM2G013657,dwarf & irregular leaf1|MaizeGDB:GRMZM2G013657|dil1,GRMZM2G013657,,GO:0008360,MaizeGDB
zma,de18|GRMZM2G091819,defective18|MaizeGDB:GRMZM2G091819|yuc1,GRMZM2G091819,,GO:0008361,MaizeGDB
zma,dwil1|GRMZM2G013657,dwarf & irregular leaf1|MaizeGDB:GRMZM2G013657|dil1,GRMZM2G013657,,GO:0008361,MaizeGDB
zma,crs2|GRMZM2G132021,chloroplast RNA splicing2|MaizeGDB:GRMZM2G132021,GRMZM2G132021,,GO:0008380,MaizeGDB
zma,pebp8|GRMZM2G179264,phosphatidylethanolamine-binding protein8|MaizeGDB:GRMZM2G179264|ZCN8,GRMZM2G179264,,GO:0008429,MaizeGDB
zma,so1|GRMZM2G114739,sulfite oxidase1|MaizeGDB:GRMZM2G114739,GRMZM2G114739,,GO:0008482,MaizeGDB
zma,sut1|GRMZM2G034302,sucrose transporter1|MaizeGDB:GRMZM2G034302,GRMZM2G034302,,GO:0008515,MaizeGDB
zma,pyrr1|PyrR,pyrimidine reductase riboflavin1|MaizeGDB:PyrR,,,GO:0008703,MaizeGDB
zma,pyrr1|PyrR,pyrimidine reductase riboflavin1|MaizeGDB:PyrR,,,GO:0008703,MaizeGDB
zma,pyrd1|GRMZM2G030299,pyrimidine deaminase1|MaizeGDB:GRMZM2G030299|PyrD,GRMZM2G030299,,GO:0008835,MaizeGDB
zma,dps1|GRMZM2G027835,dihydrodipicolinate synthase1|MaizeGDB:GRMZM2G027835|DHPS,GRMZM2G027835,,GO:0008840,MaizeGDB
zma,bt2|GRMZM2G068506,brittle endosperm2|MaizeGDB:GRMZM2G068506,GRMZM2G068506,,GO:0008878,MaizeGDB
zma,sh2|GRMZM2G429899,shrunken2|MaizeGDB:GRMZM2G429899,GRMZM2G429899,,GO:0008878,MaizeGDB
zma,du1|GRMZM2G141399,dull endosperm1|MaizeGDB:GRMZM2G141399,GRMZM2G141399,,GO:0009011,MaizeGDB
zma,du1|GRMZM2G141399,dull endosperm1|MaizeGDB:GRMZM2G141399,GRMZM2G141399,,GO:0009011,MaizeGDB
zma,dps1|GRMZM2G027835,dihydrodipicolinate synthase1|MaizeGDB:GRMZM2G027835|DHPS,GRMZM2G027835,,GO:0009085,MaizeGDB
zma,pyrd1|GRMZM2G030299,pyrimidine deaminase1|MaizeGDB:GRMZM2G030299|PyrD,GRMZM2G030299,,GO:0009231,MaizeGDB
zma,pyrr1|PyrR,pyrimidine reductase riboflavin1|MaizeGDB:PyrR,,,GO:0009231,MaizeGDB
zma,hsp101|GRMZM2G360681,heat-shock protein 101|MaizeGDB:GRMZM2G360681,GRMZM2G360681,,GO:0009408,MaizeGDB
zma,nac1|GRMZM25015605,NaCl stress protein1|MaizeGDB:GRMZM25015605|pmp3-1,GRMZM25015605,,GO:0009409,MaizeGDB
zma,nactf49|GRMZM2G347043,NAC-transcription factor 49|MaizeGDB:GRMZM2G347043|ZmSNAC1,GRMZM2G347043,,GO:0009409,MaizeGDB
zma,pmpm2|GRMZM2G153369,proteolipid membrane potential regulator2|MaizeGDB:GRMZM2G153369|pmp3-2,GRMZM2G153369,,GO:0009409,MaizeGDB
zma,pmpm3|GRMZM2G079306,proteolipid membrane potential regulator3|MaizeGDB:GRMZM2G079306|pmp3-3,GRMZM2G079306,,GO:0009409,MaizeGDB
zma,pmpm4|GRMZM2G179462,proteolipid membrane potential regulator4|MaizeGDB:GRMZM2G179462|pmp3-4,GRMZM2G179462,,GO:0009409,MaizeGDB
zma,pmpm5|GRMZM2G477325,proteolipid membrane potential regulator5|MaizeGDB:GRMZM2G477325|pmp3-5,GRMZM2G477325,,GO:0009409,MaizeGDB
zma,pmpm6|GRMZM2G020091,proteolipid membrane potential regulator6|MaizeGDB:GRMZM2G020091|pmp3-6,GRMZM2G020091,,GO:0009409,MaizeGDB
zma,pmpm7|GRMZM2G099984,proteolipid membrane potential regulator7|MaizeGDB:GRMZM2G099984|pmp3-7,GRMZM2G099984,,GO:0009409,MaizeGDB
zma,pmpm8|GRMZM2G066870,proteolipid membrane potential regulator8|MaizeGDB:GRMZM2G066870|pmp3-8,GRMZM2G066870,,GO:0009409,MaizeGDB
zma,grf1|GRMZM2G102499,general regulatory factor1|MaizeGDB:GRMZM2G102499|GF14-6,GRMZM2G102499,,GO:0009414,MaizeGDB
zma,grf1|GRMZM2G102499,general regulatory factor1|MaizeGDB:GRMZM2G102499|GF14-6,GRMZM2G102499,,GO:0009414,MaizeGDB
zma,nac1|GRMZM25015605,NaCl stress protein1|MaizeGDB:GRMZM25015605|pmp3-1,GRMZM25015605,,GO:0009414,MaizeGDB
zma,nactf23|GRMZM2G068973,NAC-transcription factor 23|MaizeGDB:GRMZM2G068973|ZmNAC100,GRMZM2G068973,,GO:0009414,MaizeGDB
zma,nactf49|GRMZM2G347043,NAC-transcription factor 49|MaizeGDB:GRMZM2G347043|ZmSNAC1,GRMZM2G347043,,GO:0009414,MaizeGDB
zma,nactf70|GRMZM2G312201,NAC-transcription factor 70|MaizeGDB:GRMZM2G312201|ZmNAC41,GRMZM2G312201,,GO:0009414,MaizeGDB
zma,pmpm2|GRMZM2G153369,proteolipid membrane potential regulator2|MaizeGDB:GRMZM2G153369|pmp3-2,GRMZM2G153369,,GO:0009414,MaizeGDB
zma,pmpm3|GRMZM2G079306,proteolipid membrane potential regulator3|MaizeGDB:GRMZM2G079306|pmp3-3,GRMZM2G079306,,GO:0009414,MaizeGDB
zma,pmpm4|GRMZM2G179462,proteolipid membrane potential regulator4|MaizeGDB:GRMZM2G179462|pmp3-4,GRMZM2G179462,,GO:0009414,MaizeGDB
zma,pmpm5|GRMZM2G477325,proteolipid membrane potential regulator5|MaizeGDB:GRMZM2G477325|pmp3-5,GRMZM2G477325,,GO:0009414,MaizeGDB
zma,pmpm6|GRMZM2G020091,proteolipid membrane potential regulator6|MaizeGDB:GRMZM2G020091|pmp3-6,GRMZM2G020091,,GO:0009414,MaizeGDB
zma,pmpm7|GRMZM2G099984,proteolipid membrane potential regulator7|MaizeGDB:GRMZM2G099984|pmp3-7,GRMZM2G099984,,GO:0009414,MaizeGDB
zma,pmpm8|GRMZM2G066870,proteolipid membrane potential regulator8|MaizeGDB:GRMZM2G066870|pmp3-8,GRMZM2G066870,,GO:0009414,MaizeGDB
zma,ppck1|GRMZM2G178074,phosphoenolpyruvate carboxylase kinase1|MaizeGDB:GRMZM2G178074,GRMZM2G178074,,GO:0009416,MaizeGDB
zma,pho1|GRMZM2G074158,starch phosphorylase1|MaizeGDB:GRMZM2G074158,GRMZM2G074158,,GO:0009501,MaizeGDB
zma,pan1|GRMZM5G836190,pangloss1|MaizeGDB:GRMZM5G836190,GRMZM5G836190,,GO:0009504,MaizeGDB
zma,bsd2|GRMZM2G062788,bundle sheath defective2|MaizeGDB:GRMZM2G062788,GRMZM2G062788,,GO:0009507,MaizeGDB
zma,emb2|GRMZM5G884466,embryo specific2|MaizeGDB:GRMZM5G884466|emb8522|1PPR8522,GRMZM5G884466,,GO:0009507,MaizeGDB
